sku_id,vendor_slug,vendor_brand,vendor_tier,vendor_status,name,peptide_canonical,peptide_variant,dose_value,dose_unit,format,concentration,bottle_size,list_price_usd,sale_price_usd,sale_observed_at,per_mg_price_usd,volume_tier_label,bundle_membership,crypto_discount_pct,subscription_price_usd,out_of_stock,url,raw_artifact,evidence_entry_id
oathpeptides:selank-5mg,oathpeptides,Oath Peptides,1,ok,Selank,Selank,,5,mg,vial,,5mg vial (lyophilized powder),45.0,,,9.0,1-pack,[],0,,false,https://oathresearch.com/product/selank/,03_raw_fetches/oathpeptides/product_09__selank.md,claim-sku-selank-5mg
oathpeptides:selank-10mg,oathpeptides,Oath Peptides,1,ok,Selank,Selank,,10,mg,vial,,10mg vial (lyophilized powder),65.0,,,6.5,1-pack,[],0,,false,https://oathresearch.com/product/selank/,03_raw_fetches/oathpeptides/product_09__selank.md,claim-sku-selank-10mg
oathpeptides:semax-5mg,oathpeptides,Oath Peptides,1,ok,Semax,Semax,,5,mg,vial,,5mg vial (lyophilized powder),45.0,,,9.0,1-pack,[],0,,false,https://oathresearch.com/product/semax/,03_raw_fetches/oathpeptides/product_10__semax.md,claim-sku-semax-5mg
oathpeptides:semax-10mg,oathpeptides,Oath Peptides,1,ok,Semax,Semax,,10,mg,vial,,10mg vial (lyophilized powder),65.0,,,6.5,1-pack,[],0,,false,https://oathresearch.com/product/semax/,03_raw_fetches/oathpeptides/product_10__semax.md,claim-sku-semax-10mg
oathpeptides:gh-fragment-176-191-5mg,oathpeptides,Oath Peptides,1,ok,GH Fragment 176-191,Fragment 176-191,,5,mg,vial,,5mg vial (lyophilized powder),95.0,,2026-05-07T02:36:00Z,19.0,1-pack,[],0,,false,https://oathresearch.com/product/gh-fragment-176-191/,03_raw_fetches/oathpeptides/product_11__gh-fragment-176-191.md,claim-sku-frag176-5mg
oathpeptides:aod9604-5mg,oathpeptides,Oath Peptides,1,ok,AOD9604,AOD-9604,,5,mg,vial,,5mg vial (lyophilized powder),90.0,,,18.0,1-pack,[],0,,false,https://oathresearch.com/product/aod9604/,03_raw_fetches/oathpeptides/product_12__aod9604.md,claim-sku-aod-5mg
oathpeptides:aod9604-10mg,oathpeptides,Oath Peptides,1,ok,AOD9604,AOD-9604,,10,mg,vial,,10mg vial (lyophilized powder),150.0,,,15.0,1-pack,[],0,,false,https://oathresearch.com/product/aod9604/,03_raw_fetches/oathpeptides/product_12__aod9604.md,claim-sku-aod-10mg
oathpeptides:nad-100mg,oathpeptides,Oath Peptides,1,ok,NAD+,NAD+,,100,mg,vial,,100mg vial (lyophilized powder),40.0,,,0.4,1-pack,[],0,,false,https://oathresearch.com/product/nad/,03_raw_fetches/oathpeptides/product_13__nad.md,claim-sku-nad-multi
oathpeptides:nad-1000mg,oathpeptides,Oath Peptides,1,ok,NAD+,NAD+,,1000,mg,vial,,1000mg vial (lyophilized powder),125.0,,,0.125,1-pack,[],0,,false,https://oathresearch.com/product/nad/,03_raw_fetches/oathpeptides/product_13__nad.md,claim-sku-nad-multi
oathpeptides:kpv-10mg,oathpeptides,Oath Peptides,1,ok,KPV,KPV,,10,mg,vial,,10mg vial (lyophilized powder),65.0,,,6.5,1-pack,"[""klow""]",0,,false,https://oathresearch.com/product/kpv/,03_raw_fetches/oathpeptides/product_14__kpv.md,claim-sku-kpv-10mg
oathpeptides:dsip-5mg,oathpeptides,Oath Peptides,1,ok,DSIP,DSIP,,5,mg,vial,,5mg vial (lyophilized powder),55.0,,,11.0,1-pack,[],0,,false,https://oathresearch.com/product/dsip/,03_raw_fetches/oathpeptides/product_15__dsip.md,claim-sku-dsip-5mg
oathpeptides:dsip-10mg,oathpeptides,Oath Peptides,1,ok,DSIP,DSIP,,10,mg,vial,,10mg vial (lyophilized powder),90.0,,,9.0,1-pack,[],0,,false,https://oathresearch.com/product/dsip/,03_raw_fetches/oathpeptides/product_15__dsip.md,claim-sku-dsip-10mg
oathpeptides:glp1-s-5mg,oathpeptides,Oath Peptides,1,ok,GLP1-S,Semaglutide,labeled_GLP1-S_publicly_OATH-SEMAGLUTIDE_internally,5,mg,vial,,5mg vial (lyophilized powder),45.0,,,9.0,1-pack,[],0,,false,https://oathresearch.com/product/glp1-s/,03_raw_fetches/oathpeptides/product_16__glp1-s.md,claim-sku-glp1s-multi
oathpeptides:glp1-s-10mg,oathpeptides,Oath Peptides,1,ok,GLP1-S,Semaglutide,labeled_GLP1-S_publicly_OATH-SEMAGLUTIDE_internally,10,mg,vial,,10mg vial (lyophilized powder),65.0,,,6.5,1-pack,[],0,,false,https://oathresearch.com/product/glp1-s/,03_raw_fetches/oathpeptides/product_16__glp1-s.md,claim-sku-glp1s-multi
oathpeptides:glp1-s-15mg,oathpeptides,Oath Peptides,1,ok,GLP1-S,Semaglutide,labeled_GLP1-S_publicly_OATH-SEMAGLUTIDE_internally,15,mg,vial,,15mg vial (lyophilized powder),85.0,,,5.6667,1-pack,[],0,,false,https://oathresearch.com/product/glp1-s/,03_raw_fetches/oathpeptides/product_16__glp1-s.md,claim-sku-glp1s-multi
oathpeptides:glp3-r-5mg,oathpeptides,Oath Peptides,1,ok,GLP3-R,Retatrutide,labeled_GLP3-R_publicly_OATH-RETATRUTIDE_internally,5,mg,vial,,5mg vial (lyophilized powder),75.0,,,15.0,1-pack,[],0,,false,https://oathresearch.com/product/glp3-r/,03_raw_fetches/oathpeptides/product_17__glp3-r.md,claim-sku-glp3r-multi
oathpeptides:glp3-r-10mg,oathpeptides,Oath Peptides,1,ok,GLP3-R,Retatrutide,labeled_GLP3-R_publicly_OATH-RETATRUTIDE_internally,10,mg,vial,,10mg vial (lyophilized powder),125.0,,,12.5,1-pack,[],0,,false,https://oathresearch.com/product/glp3-r/,03_raw_fetches/oathpeptides/product_17__glp3-r.md,claim-sku-glp3r-multi
oathpeptides:glp3-r-20mg,oathpeptides,Oath Peptides,1,ok,GLP3-R,Retatrutide,labeled_GLP3-R_publicly_OATH-RETATRUTIDE_internally,20,mg,vial,,20mg vial (lyophilized powder),210.0,,,10.5,1-pack,[],0,,false,https://oathresearch.com/product/glp3-r/,03_raw_fetches/oathpeptides/product_17__glp3-r.md,claim-sku-glp3r-multi
oathpeptides:melanotan-2-5mg,oathpeptides,Oath Peptides,1,ok,Melanotan 2,Melanotan-2,,5,mg,vial,,5mg vial (lyophilized powder),35.0,,,7.0,1-pack,[],0,,false,https://oathresearch.com/product/melanotan-2/,03_raw_fetches/oathpeptides/product_18__melanotan-2.md,claim-sku-mt2-multi
oathpeptides:melanotan-2-10mg,oathpeptides,Oath Peptides,1,ok,Melanotan 2,Melanotan-2,,10,mg,vial,,10mg vial (lyophilized powder),55.0,,,5.5,1-pack,[],0,,false,https://oathresearch.com/product/melanotan-2/,03_raw_fetches/oathpeptides/product_18__melanotan-2.md,claim-sku-mt2-multi
oathpeptides:kisspeptin-10-5mg,oathpeptides,Oath Peptides,1,ok,Kisspeptin-10,Kisspeptin-10,,5,mg,vial,,5mg vial (lyophilized powder),48.0,,,9.6,1-pack,[],0,,false,https://oathresearch.com/product/kisspeptin-10/,03_raw_fetches/oathpeptides/product_19__kisspeptin-10.md,claim-sku-kiss-multi
oathpeptides:kisspeptin-10-10mg,oathpeptides,Oath Peptides,1,ok,Kisspeptin-10,Kisspeptin-10,,10,mg,vial,,10mg vial (lyophilized powder),68.0,,,6.8,1-pack,[],0,,false,https://oathresearch.com/product/kisspeptin-10/,03_raw_fetches/oathpeptides/product_19__kisspeptin-10.md,claim-sku-kiss-multi
oathpeptides:thymulin-5mg,oathpeptides,Oath Peptides,1,ok,Thymulin,Thymulin,,5,mg,vial,,5mg vial (lyophilized powder),60.0,,,12.0,1-pack,[],0,,false,https://oathresearch.com/product/thymulin/,03_raw_fetches/oathpeptides/product_20__thymulin.md,claim-sku-thymulin-multi
oathpeptides:thymulin-10mg,oathpeptides,Oath Peptides,1,ok,Thymulin,Thymulin,,10,mg,vial,,10mg vial (lyophilized powder),65.0,,,6.5,1-pack,[],0,,false,https://oathresearch.com/product/thymulin/,03_raw_fetches/oathpeptides/product_20__thymulin.md,claim-sku-thymulin-multi
oathpeptides:research-water-3ml,oathpeptides,Oath Peptides,1,ok,Research Water,other,bacteriostatic_water,3,mg,vial,0.9% benzyl alcohol bacteriostatic_water (not specified on page; canonical formulation),3ml vial,10.0,,,0.0,1-pack,[],0,,false,https://oathresearch.com/product/research-water/,03_raw_fetches/oathpeptides/product_21__research-water.md,claim-sku-water-multi
oathpeptides:research-water-30ml,oathpeptides,Oath Peptides,1,ok,Research Water,other,bacteriostatic_water,30,mg,vial,0.9% benzyl alcohol bacteriostatic_water (not specified on page; canonical formulation),30ml vial,30.0,,,0.0,1-pack,[],0,,false,https://oathresearch.com/product/research-water/,03_raw_fetches/oathpeptides/product_21__research-water.md,claim-sku-water-multi
oathpeptides:cjc-1295-ipamorelin-blend-10mg,oathpeptides,Oath Peptides,1,ok,CJC-1295/Ipamorelin,other,blend_CJC-1295_plus_Ipamorelin,10,mg,vial,,10mg vial (5/5mg blend lyophilized),90.0,,,9.0,1-pack,[],0,,false,https://oathresearch.com/product/cjc-1295-ipamorelin-blend/,03_raw_fetches/oathpeptides/product_22__cjc-1295-ipamorelin-blend.md,claim-sku-cjcipa-multi
oathpeptides:cjc-1295-ipamorelin-blend-20mg,oathpeptides,Oath Peptides,1,ok,CJC-1295/Ipamorelin,other,blend_CJC-1295_plus_Ipamorelin,20,mg,vial,,20mg vial,165.0,,,8.25,1-pack,[],0,,false,https://oathresearch.com/product/cjc-1295-ipamorelin-blend/,03_raw_fetches/oathpeptides/product_22__cjc-1295-ipamorelin-blend.md,claim-sku-cjcipa-multi
oathpeptides:wolverine-bpc-tb-10mg,oathpeptides,Oath Peptides,1,ok,WOLVERINE — BPC-157/TB-500,other,blend_BPC-157_plus_TB-500,10,mg,vial,,10mg vial (5/5mg blend lyophilized),90.0,,,9.0,1-pack,[],0,,false,https://oathresearch.com/product/bpc-tb-blend/,03_raw_fetches/oathpeptides/product_23__bpc-tb-blend.md,claim-sku-wolverine-multi
oathpeptides:wolverine-bpc-tb-20mg,oathpeptides,Oath Peptides,1,ok,WOLVERINE — BPC-157/TB-500,other,blend_BPC-157_plus_TB-500,20,mg,vial,,20mg vial,195.0,,,9.75,1-pack,[],0,,false,https://oathresearch.com/product/bpc-tb-blend/,03_raw_fetches/oathpeptides/product_23__bpc-tb-blend.md,claim-sku-wolverine-multi
oathpeptides:glow-bpc-ghk-tb500-50mg,oathpeptides,Oath Peptides,1,ok,GLOW — BPC-157/TB-500/GHK-Cu,other,blend_BPC-157_plus_TB-500_plus_GHK-Cu,50,mg,vial,,50mg vial (5/10/35mg blend lyophilized),125.0,,,2.5,1-pack,[],0,,false,https://oathresearch.com/product/bpc-ghk-tb-500-blend/,03_raw_fetches/oathpeptides/product_24__bpc-ghk-tb-500-blend.md,claim-sku-glow-multi
oathpeptides:glow-bpc-ghk-tb500-70mg,oathpeptides,Oath Peptides,1,ok,GLOW — BPC-157/TB-500/GHK-Cu,other,blend_BPC-157_plus_TB-500_plus_GHK-Cu,70,mg,vial,,70mg vial (10/10/50mg blend lyophilized),185.0,,,2.6429,1-pack,[],0,,false,https://oathresearch.com/product/bpc-ghk-tb-500-blend/,03_raw_fetches/oathpeptides/product_24__bpc-ghk-tb-500-blend.md,claim-sku-glow-multi
oathpeptides:klow-bpc-tb500-ghk-kpv-80mg,oathpeptides,Oath Peptides,1,ok,KLOW — BPC-157/TB-500/GHK-Cu/KPV,other,blend_BPC-157_plus_TB-500_plus_GHK-Cu_plus_KPV,80,mg,vial,,80mg vial (10/10/50/10mg blend lyophilized),215.0,195.0,2026-05-07T02:36:00Z,2.4375,1-pack,[],0,,false,https://oathresearch.com/product/bpc-ghk-tb-500-kpv-blend/,03_raw_fetches/oathpeptides/product_25__bpc-ghk-tb-500-kpv-blend.md,claim-sku-klow
oathpeptides:tesamorelin-ipamorelin-8mg,oathpeptides,Oath Peptides,1,ok,Tesamorelin + Ipamorelin,other,blend_Tesamorelin_plus_Ipamorelin,8,mg,vial,,8mg vial (6/2mg blend lyophilized),105.0,,,13.125,1-pack,[],0,,false,https://oathresearch.com/product/tesamorelin-ipamorelin/,03_raw_fetches/oathpeptides/product_26__tesamorelin-ipamorelin.md,claim-sku-tesaipa-multi
oathpeptides:tesamorelin-ipamorelin-12mg,oathpeptides,Oath Peptides,1,ok,Tesamorelin + Ipamorelin,other,blend_Tesamorelin_plus_Ipamorelin,12,mg,vial,,12mg vial,145.0,,,12.0833,1-pack,[],0,,false,https://oathresearch.com/product/tesamorelin-ipamorelin/,03_raw_fetches/oathpeptides/product_26__tesamorelin-ipamorelin.md,claim-sku-tesaipa-multi
olympia-aesthetics:wolverine-stack-bpc157-tb500,olympia-aesthetics,Olympia Aesthetics & Wellness,1,partial,Wolverine Stack (BPC-157 + TB-500),BPC-157,blend_with_tb500,0,mg,vial,uncertain,Single Vial,0.0,,,0.0,1-pack,[],0,,uncertain,https://olympiaaesthetics.com/wolverine-stack-bpc-157-tb-500/,03_raw_fetches/olympia-aesthetics/product_1__wolverine-stack.md,claim-sku-1
olympia-aesthetics:cjc1295-ipamorelin,olympia-aesthetics,Olympia Aesthetics & Wellness,1,partial,CJC-1295 / Ipamorelin (no-DAC),CJC-1295,no_dac_blend_with_ipamorelin,0,mg,vial,uncertain,Single Vial,0.0,,,0.0,1-pack,[],0,,uncertain,https://olympiaaesthetics.com/cjc-1295-ipamorelin/,03_raw_fetches/olympia-aesthetics/product_2__cjc1295-ipamorelin.md,claim-sku-2
olympia-aesthetics:mots-c,olympia-aesthetics,Olympia Aesthetics & Wellness,1,partial,MOTS-c,MOTS-c,,0,mg,vial,uncertain,Single Vial,0.0,,,0.0,1-pack,[],0,,uncertain,https://olympiaaesthetics.com/mots-c/,03_raw_fetches/olympia-aesthetics/product_3__mots-c.md,claim-sku-3
olympia-aesthetics:semaglutide-compounded,olympia-aesthetics,Olympia Aesthetics & Wellness,1,partial,Compounded Semaglutide (GLP-1),Semaglutide,compounded_503a,0,mg,vial,uncertain,uncertain,0.0,,,0.0,1-pack,[],0,,uncertain,https://olympiaaesthetics.com/semaglutide/,03_raw_fetches/olympia-aesthetics/product_4__semaglutide.md,claim-sku-4
olympia-aesthetics:tirzepatide-compounded,olympia-aesthetics,Olympia Aesthetics & Wellness,1,partial,Compounded Tirzepatide (GLP-1/GIP),Tirzepatide,compounded_503a,0,mg,vial,uncertain,uncertain,0.0,,,0.0,1-pack,[],0,,uncertain,https://olympiaaesthetics.com/tirzepatide/,03_raw_fetches/olympia-aesthetics/product_5__tirzepatide.md,claim-sku-5
olympia-aesthetics:trt-program,olympia-aesthetics,Olympia Aesthetics & Wellness,1,partial,Testosterone Replacement Therapy (TRT) program,other,testosterone_program,0,mg,other,uncertain,uncertain,0.0,,,0.0,1-pack,[],0,,uncertain,https://olympiaaesthetics.com/testosterone-replacement-therapy-trt/,03_raw_fetches/olympia-aesthetics/product_6__trt.md,claim-sku-6
olympia-aesthetics:pt-141,olympia-aesthetics,Olympia Aesthetics & Wellness,1,partial,PT-141 (bremelanotide),PT-141,,0,mg,vial,uncertain,Single Vial,0.0,,,0.0,1-pack,[],0,,uncertain,https://olympiaaesthetics.com/pt-141/,03_raw_fetches/olympia-aesthetics/product_7__pt-141.md,claim-sku-7
olympia-aesthetics:tesamorelin-ipamorelin,olympia-aesthetics,Olympia Aesthetics & Wellness,1,partial,Tesamorelin / Ipamorelin,other,tesamorelin_ipamorelin_blend,0,mg,vial,uncertain,Single Vial,0.0,,,0.0,1-pack,[],0,,uncertain,https://olympiaaesthetics.com/tesamorelin-ipamorelin/,03_raw_fetches/olympia-aesthetics/product_8__tesamorelin-ipamorelin.md,claim-sku-8
olympia-aesthetics:semax,olympia-aesthetics,Olympia Aesthetics & Wellness,1,partial,Semax,other,semax,0,mg,vial,uncertain,Single Vial,0.0,,,0.0,1-pack,[],0,,uncertain,https://olympiaaesthetics.com/semax/,03_raw_fetches/olympia-aesthetics/product_9__semax.md,claim-sku-9
olympia-aesthetics:selank,olympia-aesthetics,Olympia Aesthetics & Wellness,1,partial,Selank,Selank,,0,mg,vial,uncertain,Single Vial,0.0,,,0.0,1-pack,[],0,,uncertain,https://olympiaaesthetics.com/selank/,03_raw_fetches/olympia-aesthetics/product_10__selank.md,claim-sku-10
olympia-aesthetics:nad-plus,olympia-aesthetics,Olympia Aesthetics & Wellness,1,partial,NAD+ (subcutaneous / IV),other,nad_plus_coenzyme,0,mg,vial,uncertain,Vial or IV,0.0,,,0.0,1-pack,[],0,,uncertain,https://olympiaaesthetics.com/nad-plus/,03_raw_fetches/olympia-aesthetics/product_11__nad-plus.md,claim-sku-11
olympia-aesthetics:ghk-cu,olympia-aesthetics,Olympia Aesthetics & Wellness,1,partial,GHK-Cu (copper tripeptide),GHK-Cu,,0,mg,vial,uncertain,Single Vial,0.0,,,0.0,1-pack,[],0,,uncertain,https://olympiaaesthetics.com/ghk-cu-copper-peptide/,03_raw_fetches/olympia-aesthetics/product_12__ghk-cu.md,claim-sku-12
olympia-aesthetics:bpc-157,olympia-aesthetics,Olympia Aesthetics & Wellness,1,partial,BPC-157,BPC-157,,0,mg,vial,uncertain,Single Vial,0.0,,,0.0,1-pack,[],0,,uncertain,https://olympiaaesthetics.com/bpc-157-peptide-therapy-in-palm-harbor-fl/,03_raw_fetches/olympia-aesthetics/product_13__bpc-157.md,claim-sku-13
olympia-aesthetics:glow-protocol,olympia-aesthetics,Olympia Aesthetics & Wellness,1,partial,Glow Protocol (GHK-Cu + BPC-157 + TB-500),other,blend_ghkcu_bpc157_tb500,0,mg,vial,uncertain,Single Vial,0.0,,,0.0,1-pack,[],0,,uncertain,https://olympiaaesthetics.com/glow-protocol/,03_raw_fetches/olympia-aesthetics/product_14__glow-protocol.md,claim-sku-14
optimum-aminos:ghk-cu-100mg-mini,optimum-aminos,Optimum Aminos,3,ok,GHK-CU 100MG MINI,GHK-Cu,empty,100,mg,vial,empty,empty,55.0,45.0,2026-05-08T01:44:46Z,0.45,1-pack,[],0,,false,https://optimumaminos.com/product/ghk-cu/,03_raw_fetches/optimum-aminos/product_1__ghk-cu-100mg-mini.md,claim-5
optimum-aminos:ghk-cu-100mg-full,optimum-aminos,Optimum Aminos,3,ok,GHK-CU 100MG FULL,GHK-Cu,empty,100,mg,vial,empty,empty,65.0,55.0,2026-05-08T01:44:46Z,0.55,1-pack,[],0,,false,https://optimumaminos.com/product/ghk-cu-100mg-full/,03_raw_fetches/optimum-aminos/catalog_1.md,claim-6
optimum-aminos:glp-3-rt-15mg-full,optimum-aminos,Optimum Aminos,3,ok,GLP-3 RT 15MG FULL,Retatrutide,empty,15,mg,vial,empty,empty,125.0,75.0,2026-05-08T01:44:46Z,5.0,1-pack,[],0,,false,https://optimumaminos.com/product/rt15/,03_raw_fetches/optimum-aminos/product_2__glp-3-rt-15mg-full.md,claim-7
optimum-aminos:glp-3-rt-30mg-mini,optimum-aminos,Optimum Aminos,3,ok,GLP-3 RT 30MG MINI,Retatrutide,empty,30,mg,vial,empty,empty,175.0,125.0,2026-05-08T01:44:46Z,4.17,1-pack,[],0,,false,https://optimumaminos.com/product/glp-3rt-30mg/,03_raw_fetches/optimum-aminos/catalog_1.md,claim-8
optimum-aminos:glp-3-rt-30mg-5-mini-kit-bundle,optimum-aminos,Optimum Aminos,3,ok,GLP-3 RT 30MG 5 MINI KIT BUNDLE,Retatrutide,empty,150,mg,vial,empty,empty,900.0,475.0,2026-05-08T01:44:46Z,3.17,5-pack,"[""glp-3-rt-bundle-5kit""]",0,,false,https://optimumaminos.com/product/glp-3rt-30mg-5-kit-bundle/,03_raw_fetches/optimum-aminos/catalog_1.md,claim-9
optimum-aminos:selank-10mg-mini,optimum-aminos,Optimum Aminos,3,ok,SELANK 10MG MINI,Selank,empty,10,mg,vial,empty,empty,60.0,40.0,2026-05-08T01:44:46Z,4.0,1-pack,[],0,,false,https://optimumaminos.com/product/selank-10mg-mini/,03_raw_fetches/optimum-aminos/catalog_1.md,claim-10
optimum-aminos:selank-10mg-full,optimum-aminos,Optimum Aminos,3,ok,SELANK 10MG FULL,Selank,empty,10,mg,vial,empty,empty,70.0,50.0,2026-05-08T01:44:46Z,5.0,1-pack,[],0,,false,https://optimumaminos.com/product/selank-10mg-full/,03_raw_fetches/optimum-aminos/catalog_1.md,claim-10
optimum-aminos:semax-10mg-mini,optimum-aminos,Optimum Aminos,3,ok,SEMAX 10MG MINI,Semax,empty,10,mg,vial,empty,empty,60.0,40.0,2026-05-08T01:44:46Z,4.0,1-pack,[],0,,false,https://optimumaminos.com/product/semax-10mg-mini/,03_raw_fetches/optimum-aminos/catalog_1.md,claim-11
optimum-aminos:semax-10mg-full,optimum-aminos,Optimum Aminos,3,ok,SEMAX 10MG FULL,Semax,empty,10,mg,vial,empty,empty,70.0,50.0,2026-05-08T01:44:46Z,5.0,1-pack,[],0,,false,https://optimumaminos.com/product/semax-10mg-full/,03_raw_fetches/optimum-aminos/catalog_1.md,claim-11
optimum-aminos:pt-141-10mg-mini,optimum-aminos,Optimum Aminos,3,ok,PT-141 10MG MINI,PT-141,empty,10,mg,vial,empty,empty,55.0,35.0,2026-05-08T01:44:46Z,3.5,1-pack,[],0,,false,https://optimumaminos.com/product/pt-141-10mg-mini/,03_raw_fetches/optimum-aminos/catalog_1.md,claim-12
optimum-aminos:pt-141-10mg-full,optimum-aminos,Optimum Aminos,3,ok,PT-141 10MG FULL,PT-141,empty,10,mg,vial,empty,empty,65.0,45.0,2026-05-08T01:44:46Z,4.5,1-pack,[],0,,false,https://optimumaminos.com/product/pt-141-10mg-full/,03_raw_fetches/optimum-aminos/catalog_1.md,claim-12
optimum-aminos:kpv-10mg-mini,optimum-aminos,Optimum Aminos,3,ok,KPV 10MG MINI,KPV,empty,10,mg,vial,empty,empty,50.0,40.0,2026-05-08T01:44:46Z,4.0,1-pack,[],0,,false,https://optimumaminos.com/product/kpv-10mg-mini/,03_raw_fetches/optimum-aminos/catalog_1.md,claim-13
optimum-aminos:kpv-10mg-full,optimum-aminos,Optimum Aminos,3,ok,KPV 10MG FULL,KPV,empty,10,mg,vial,empty,empty,60.0,50.0,2026-05-08T01:44:46Z,5.0,1-pack,[],0,,false,https://optimumaminos.com/product/kpv-10mg-full/,03_raw_fetches/optimum-aminos/catalog_1.md,claim-13
optimum-aminos:epitalon-10mg-mini,optimum-aminos,Optimum Aminos,3,ok,EPITALON 10MG MINI,Epithalon,empty,10,mg,vial,empty,empty,50.0,25.0,2026-05-08T01:44:46Z,2.5,1-pack,[],0,,false,https://optimumaminos.com/product/epitalon-10mg-mini/,03_raw_fetches/optimum-aminos/catalog_1.md,claim-14
optimum-aminos:epitalon-10mg-full,optimum-aminos,Optimum Aminos,3,ok,EPITALON 10MG FULL,Epithalon,empty,10,mg,vial,empty,empty,60.0,35.0,2026-05-08T01:44:46Z,3.5,1-pack,[],0,,false,https://optimumaminos.com/product/epitalon-10mg-full/,03_raw_fetches/optimum-aminos/catalog_1.md,claim-14
optimum-aminos:mots-c-10mg-mini,optimum-aminos,Optimum Aminos,3,ok,MOTS-C 10MG MINI,MOTS-c,empty,10,mg,vial,empty,empty,70.0,45.0,2026-05-08T01:44:46Z,4.5,1-pack,[],0,,false,https://optimumaminos.com/product/coming-soon-4/,03_raw_fetches/optimum-aminos/catalog_1.md,claim-15
optimum-aminos:mots-c-10mg-full,optimum-aminos,Optimum Aminos,3,ok,M0TS-C 10MG FULL,MOTS-c,empty,10,mg,vial,empty,empty,80.0,55.0,2026-05-08T01:44:46Z,5.5,1-pack,[],0,,false,https://optimumaminos.com/product/mots-c-10mg-full/,03_raw_fetches/optimum-aminos/catalog_1.md,claim-15
optimum-aminos:nad-500mg,optimum-aminos,Optimum Aminos,3,ok,NAD+ 500MG + FREE BAC-H2O,other,empty,500,mg,vial,empty,empty,75.0,50.0,2026-05-08T01:44:46Z,0.1,1-pack,[],0,,false,https://optimumaminos.com/product/coming-soon-5/,03_raw_fetches/optimum-aminos/catalog_1.md,claim-16
optimum-aminos:tesamorelin-10mg-mini,optimum-aminos,Optimum Aminos,3,ok,TESAMORELIN 10MG MINI,other,empty,10,mg,vial,empty,empty,95.0,70.0,2026-05-08T01:44:46Z,7.0,1-pack,[],0,,false,https://optimumaminos.com/product/coming-soon-9/,03_raw_fetches/optimum-aminos/catalog_1.md,claim-17
optimum-aminos:tesamorelin-10mg-full,optimum-aminos,Optimum Aminos,3,ok,TESAMORELIN 10MG FULL,other,empty,10,mg,vial,empty,empty,105.0,80.0,2026-05-08T01:44:46Z,8.0,1-pack,[],0,,false,https://optimumaminos.com/product/tesamorelin-10mg-full/,03_raw_fetches/optimum-aminos/catalog_1.md,claim-17
optimum-aminos:cagrilintide-10mg-mini,optimum-aminos,Optimum Aminos,3,ok,CAGRILINTIDE 10MG MINI,other,empty,10,mg,vial,empty,empty,90.0,70.0,2026-05-08T01:44:46Z,7.0,1-pack,[],0,,false,https://optimumaminos.com/product/cagrilintide-10mg-mini/,03_raw_fetches/optimum-aminos/catalog_1.md,claim-18
optimum-aminos:cagrilintide-10mg-full,optimum-aminos,Optimum Aminos,3,ok,CAGRILINTIDE 10MG FULL,other,empty,10,mg,vial,empty,empty,100.0,80.0,2026-05-08T01:44:46Z,8.0,1-pack,[],0,,false,https://optimumaminos.com/product/cagrilintide-10mg-full/,03_raw_fetches/optimum-aminos/catalog_1.md,claim-18
optimum-aminos:cjc-ipa-no-dac-10mg-mini,optimum-aminos,Optimum Aminos,3,ok,CJC + IPA (NO DAC) 10MG MINI,CJC-1295,arginine_salt,10,mg,vial,empty,empty,90.0,65.0,2026-05-08T01:44:46Z,6.5,1-pack,[],0,,false,https://optimumaminos.com/product/coming-soon-8/,03_raw_fetches/optimum-aminos/catalog_1.md,claim-19
optimum-aminos:cjc-ipa-no-dac-10mg-full,optimum-aminos,Optimum Aminos,3,ok,CJC + IPA (NO DAC) 10MG FULL,CJC-1295,arginine_salt,10,mg,vial,empty,empty,100.0,75.0,2026-05-08T01:44:46Z,7.5,1-pack,[],0,,false,https://optimumaminos.com/product/cjc-ipa-no-dac-10mg-full/,03_raw_fetches/optimum-aminos/catalog_1.md,claim-19
optimum-aminos:vip-10mg-mini,optimum-aminos,Optimum Aminos,3,ok,VIP 10MG MINI,other,empty,10,mg,vial,empty,empty,95.0,65.0,2026-05-08T01:44:46Z,6.5,1-pack,[],0,,false,https://optimumaminos.com/product/vip-10mg-mini/,03_raw_fetches/optimum-aminos/catalog_1.md,claim-20
optimum-aminos:vip-10mg-full,optimum-aminos,Optimum Aminos,3,ok,VIP 10MG FULL,other,empty,10,mg,vial,empty,empty,105.0,75.0,2026-05-08T01:44:46Z,7.5,1-pack,[],0,,false,https://optimumaminos.com/product/vip-10mg-full/,03_raw_fetches/optimum-aminos/catalog_1.md,claim-20
optimum-aminos:kisspeptin-10mg-mini,optimum-aminos,Optimum Aminos,3,ok,KISSPEPTIN 10MG MINI,other,empty,10,mg,vial,empty,empty,65.0,45.0,2026-05-08T01:44:46Z,4.5,1-pack,[],0,,false,https://optimumaminos.com/product/kisspeptin-10mg-mini/,03_raw_fetches/optimum-aminos/catalog_1.md,claim-21
optimum-aminos:kisspeptin-10mg-full,optimum-aminos,Optimum Aminos,3,ok,KISSPEPTIN 10MG FULL,other,empty,10,mg,vial,empty,empty,75.0,55.0,2026-05-08T01:44:46Z,5.5,1-pack,[],0,,false,https://optimumaminos.com/product/kisspeptin-10mg-full/,03_raw_fetches/optimum-aminos/catalog_1.md,claim-21
